document_id,file_name,source_folder,file_type,tema_estrategico,linea_pmge,senal_regulatoria,tecnologias,bandas_frecuencia,paises_regiones,organizaciones,actores,tipo_evento_regulatorio,tipo_insumo_agenda,evidencia_breve,relevancia_score,relevancia_label,actividad_internacional_score,prioridad_score,justificacion_analitica
1d14736c269b84e5fed7,FLSPFI20250001_Finlands_6G_roadmap_for_20252030.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Hoja de ruta 6G de Finlandia para 2025-2030,"[""6G"", ""5G"", ""5G-Advanced"", ""Open RAN"", ""IA"", ""Quantum"", ""Satélites"", ""Cloud"", ""Edge services"", ""Wi-Fi"", ""4G""]","[""6 GHz"", ""700 MHz""]","[""Finlandia"", ""Unión Europea (EU)""]","[""Ministerio de Transporte y Comunicaciones de Finlandia"", ""Cullen International"", ""EU Radio Spectrum Policy Group (RSPG)"", ""Elisa"", ""Google Cloud""]","[""Reguladores"", ""Operadores móviles (MNOs)"", ""Empresas"", ""Organizaciones de investigación"", ""Industria satelital""]","[""Compartición de espectro"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 6G, 5G, 5G-Advanced, Open RAN; bandas: 6 GHz, 700 MHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028, ya que ofrece una visión estratégica de un país pionero en telecomunicaciones sobre el futuro de las redes móviles (6G). Aborda directamente temas cruciales como la gestión del espectro para nuevas tecnologías, la regulación internacional, la seguridad de red, la estandarización, la aplicación de inteligencia artificial y la sostenibilidad. Proporciona información valiosa sobre tendencias tecnológicas y enfoques regulatorios que ANE puede considerar para anticipar y preparar el marco normativo colombiano."
751930d33d089a7a38ce,FLSPGB20250001_United_Kingdom_starts_the_mmWave_spectrum_auction.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Subasta de espectro mmWave en el Reino Unido,"[""mmWave"", ""5G"", ""Wireless Telegraphy""]","[""26 GHz"", ""40 GHz"", ""25.1–27.5 GHz"", ""40.5–43.5 GHz"", ""24.45–25.1 GHz""]","[""United Kingdom"", ""UK""]","[""Ofcom"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles"", ""Industria de telecomunicaciones""]","[""Subasta"", ""Asignación de espectro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: mmWave, 5G, Wireless Telegraphy; bandas: 26 GHz, 40 GHz, 25.1–27.5 GHz, 40.5–43.5 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque detalla un enfoque regulatorio específico para la asignación de espectro mmWave, incluyendo el diseño de subastas, la gestión de bandas de alta frecuencia, modelos de licenciamiento (licencias de uso exclusivo y acceso compartido), y condiciones de licencia. Proporciona un caso de estudio práctico sobre cómo un regulador avanzado aborda la introducción de nuevas bandas para tecnologías futuras, lo cual es crucial para la planificación estratégica de ANE."
d6055c47f163cc100567,FLSPGB20250002_Three_UK_operators_secured_the_same_amount_of_spectrum_in_th.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Subasta de espectro mmWave en el Reino Unido,"[""mmWave"", ""5G"", ""Redes móviles""]","[""26 GHz"", ""40 GHz"", ""25.1-27.5 GHz"", ""40.5-43.5 GHz"", ""24.45-25.1 GHz"", ""mmWave""]","[""Reino Unido""]","[""Ofcom"", ""British Telecommunications Public Limited Company (EE)"", ""Telefonica UK Limited (O2)"", ""Vodafone Limited (VodafoneThree)"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles"", ""Industria de telecomunicaciones""]","[""Subasta"", ""Asignación de espectro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: mmWave, 5G, Redes móviles; bandas: 26 GHz, 40 GHz, 25.1-27.5 GHz, 40.5-43.5 GHz.",10,Alta,3,13,"El documento proporciona un caso de estudio reciente sobre la asignación de espectro mmWave (26 GHz y 40 GHz) en el Reino Unido, incluyendo detalles del proceso de subasta, condiciones de licencia y el enfoque regulatorio de Ofcom. Esta información es valiosa para la ANE al considerar estrategias para la gestión del espectro, la promoción de nuevas tecnologías inalámbricas (como 5G/6G), la definición de bandas de frecuencia y la implementación de modelos de acceso compartido en Colombia para el período 2027-2028."
405761eb18fbfec0295a,FLSPGB20250003_United_Kingdom_completes_the_mmWave_spectrum_auction_.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Resultados de la subasta de espectro mmWave en el Reino Unido,"[""mmWave"", ""5G"", ""Comunicaciones inalámbricas""]","[""26 GHz"", ""40 GHz"", ""40.5–43.5 GHz"", ""26.7–27.5 GHz"", ""41.5–42.5 GHz"", ""25.1–25.9 GHz"", ""40.5–41.5 GHz"", ""25.9–26.7 GHz"", ""42.5–43.5 GHz""]","[""Reino Unido"", ""Países europeos""]","[""Ofcom"", ""Cullen International"", ""EE (BT)"", ""O2 (Telefonica)"", ""VodafoneThree""]","[""Reguladores"", ""Operadores móviles"", ""Consultoras""]","[""Subasta"", ""Tasas / fees""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: mmWave, 5G, Comunicaciones inalámbricas; bandas: 26 GHz, 40 GHz, 40.5–43.5 GHz, 26.7–27.5 GHz.",10,Alta,3,13,"Este documento es altamente relevante porque describe una subasta reciente de espectro mmWave (26 GHz y 40 GHz) en el Reino Unido, un mercado avanzado. Proporciona información sobre la asignación de bandas clave para 5G, el diseño de licencias (duración, ausencia de tarifas anuales, uso a nivel de ciudad), y la participación de operadores. Esto ofrece un benchmark y tendencias regulatorias y tecnológicas útiles para la formulación de la Agenda Regulatoria ANE 2027-2028, especialmente en lo referente a la gestión del espectro, la introducción de nuevas tecnologías inalámbricas y la conectividad 5G."
ea2a21682491bcb8dcf7,FLSPGB20250004_The_United_Kingdom_pioneers_in_Europe_by_allowing_direct-to-.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Regulación de servicios directos a dispositivo (D2D) en el Reino Unido,"[""D2D"", ""Servicios móviles satelitales (MSS)"", ""Smartphones"", ""Dispositivos con SIM"", ""Redes terrestres"", ""Transmisiones satelitales"", ""Radars (control de tráfico aéreo)""]","[""Bandas móviles por debajo de 3 GHz"", ""700 MHz"", ""800 MHz"", ""900 MHz"", ""1500 MHz"", ""1800 MHz"", ""2.1 GHz"", ""2.6 GHz"", ""2.7–3.1 GHz""]","[""Reino Unido"", ""Europa"", ""Europa Occidental""]","[""Ofcom"", ""Cullen International"", ""Operadores de redes móviles (MNOs)"", ""Operadores satelitales""]","[""Reguladores"", ""Operadores de redes móviles"", ""Operadores satelitales"", ""Usuarios finales"", ""Administraciones vecinas"", ""Organismos internacionales""]","[""Asignación de espectro"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: D2D, Servicios móviles satelitales (MSS), Smartphones, Dispositivos con SIM; bandas: Bandas móviles por debajo de 3 GHz, 700 MHz, 800 MHz, 900 MHz.",10,Alta,3,13,"El documento describe un marco regulatorio innovador para servicios directos a dispositivo (D2D) que integra el espectro móvil y satelital, abordando la conectividad en áreas remotas. Es crucial para la ANE analizar la experiencia del Reino Unido en la gestión del espectro, la coexistencia de tecnologías, la regulación de nuevas tecnologías inalámbricas y las implicaciones de la WRC-27, lo cual es directamente aplicable a la formulación de la Agenda Regulatoria 2027-2028."
4c26c485453d97e03792,FLSPMX20250001_Mexico_20-year_1900_MHz_spectrum_concession_renewals_for_ATT.pdf,Cullen International,pdf,Otros temas de seguimiento,Necesidades transversales,Renovación de concesiones de espectro en 1900 MHz en México,"[""4G LTE"", ""Redes móviles""]","[""1900 MHz"", ""1905–1910 MHz"", ""1985–1990 MHz"", ""1890–1895 MHz"", ""1970–1975 MHz""]","[""México""]","[""IFT"", ""AT&T"", ""Telcel"", ""América Móvil"", ""Radiomóvil Dipsa S.A."", ""Cullen International""]","[""Reguladores"", ""Operadores móviles"", ""Industria de telecomunicaciones""]","[""Renovación"", ""Tasas / fees""]",Seguimiento,"Otros temas de seguimiento; tecnologías: 4G LTE, Redes móviles; bandas: 1900 MHz, 1905–1910 MHz, 1985–1990 MHz, 1890–1895 MHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 al ofrecer un caso práctico de gestión del espectro radioeléctrico, específicamente la renovación de concesiones y la fijación de tarifas. Permite analizar las políticas de asignación y duración del espectro, así como los modelos de cobro implementados por otros reguladores, lo cual es crucial para la planificación estratégica y la toma de decisiones regulatorias futuras en Colombia. Aunque se centra en 4G, los principios de gestión del espectro son aplicables a tecnologías futuras."
fc345c9b8b98a1301776,FLSPMX20260001_Mexicos_CRT_approves_2026_spectrum_use_programme___.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Aprobación del Programa Anual de Uso y Explotación de Bandas de Frecuencia (APFB) 2026 en México,"[""5G"", ""Fixed Wireless Access (FWA)"", ""Redes de Comunicaciones Inalámbricas Inteligentes (IWC)"", ""Banda ancha móvil"", ""Televisión digital terrestre"", ""Radio AM/FM"", ""Servicio Fijo por Satélite (FSS)""]","[""600 MHz"", ""614–698 MHz"", ""814–824 MHz"", ""859–869 MHz"", ""1850–1915 MHz"", ""1930–1995 MHz"", ""2300–2400 MHz"", ""2500–2690 MHz"", ""3400–3700 MHz"", ""10.15–10.65 GHz"", ""6 GHz"", ""Banda AM"", ""Banda FM""]","[""México"", ""Estados Unidos""]","[""Comisión Reguladora de Telecomunicaciones (CRT) de México"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles"", ""Industria satelital"", ""Sector empresarial"", ""Concesionarios"", ""Gobierno""]","[""Subasta""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, Fixed Wireless Access (FWA), Redes de Comunicaciones Inalámbricas Inteligentes (IWC), Banda ancha móvil; bandas: 600 MHz, 614–698 MHz, 814–824 MHz, 859–869 MHz.",10,Alta,3,13,"El documento es altamente relevante porque detalla la planificación y gestión del espectro radioeléctrico en México para 2026, incluyendo bandas clave para 5G, redes privadas (IWC) y Fixed Wireless Access (FWA). Describe procesos de subasta, refarming y consultas públicas, ofreciendo un modelo de cómo otro regulador aborda la asignación de espectro y la promoción de nuevas tecnologías. La identificación de bandas específicas y la mención de redes privadas inteligentes son directamente aplicables a la formulación de la Agenda Regulatoria ANE 2027-2028 para la gestión del espectro y la promoción de la conectividad."
a30e67e41ac9415ce413,FLSPMX20260002_Mexico_publishes_20262030_National_Radioelectric_Spectrum_Pl.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Plan Nacional de Espectro Radioeléctrico de México 2026-2030,"[""5G"", ""6G"", ""IoT"", ""IMT"", ""Servicios móviles"", ""Radiodifusión""]","[""600 MHz"", ""800 MHz"", ""1.9 GHz (PCS)"", ""2.5 GHz"", ""Bandas bajas""]","[""México""]","[""Gobierno Federal de México"", ""Agencia de Transformación Digital y Comunicaciones (ATDT)"", ""Comisión Reguladora de Telecomunicaciones (CRT)"", ""Unión Internacional de Telecomunicaciones (UIT)""]","[""Reguladores"", ""Gobierno"", ""Organismos internacionales"", ""Operadores de telecomunicaciones"", ""Comunidades""]","[""Subasta"", ""Asignación de espectro"", ""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 5G, 6G, IoT, IMT; bandas: 600 MHz, 800 MHz, 1.9 GHz (PCS), 2.5 GHz.",10,Alta,3,13,"Este documento proporciona un ejemplo concreto de un plan nacional de espectro, detallando objetivos, metas y enfoques regulatorios (ej. inclusión social, brecha digital, subastas de espectro para 5G/IoT) para el período 2026-2030. Destaca desafíos (déficit de espectro) y estrategias para nuevas tecnologías y uso eficiente del espectro, ofreciendo información valiosa para la futura agenda regulatoria de la ANE."
0a756619995bf1e69fc0,FLSPPA20250001_Panamanian_regulator_grants_additional_1900_MHz_spectrum_to_.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Concesión de espectro adicional en Panamá para Tigo,"[""Telefonía inalámbrica"", ""Datos móviles"", ""IMT"", ""Redes móviles""]","[""1900 MHz"", ""1900–1905 MHz"", ""1980–1985 MHz"", ""Espectro de banda media""]","[""Panamá""]","[""ASEP"", ""Tigo"", ""Millicom group"", ""Más Móvil"", ""Claro"", ""CWP"", ""Digicel"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles"", ""Gobierno"", ""Industria de telecomunicaciones""]","[""Tasas / fees""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Telefonía inalámbrica, Datos móviles, IMT, Redes móviles; bandas: 1900 MHz, 1900–1905 MHz, 1980–1985 MHz, Espectro de banda media.",10,Alta,3,13,"El documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque aborda directamente la gestión del espectro radioeléctrico, incluyendo la asignación, renovación y valoración económica de bandas de frecuencia (1900 MHz). Detalla un caso práctico de concesión de espectro para satisfacer la demanda de datos móviles y la estructura del mercado de operadores. Esto proporciona información valiosa sobre modelos regulatorios, tarifas de espectro y políticas para asegurar la competencia y la conectividad, aspectos cruciales para la planificación regulatoria futura."
d0d873c9df031c21b5e1,FLSPPA20250002_Panama_revises_national_frequency_plan_with_new_spectrum_ide.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Revisión del plan nacional de frecuencias de Panamá,"[""IMT"", ""FWA"", ""5G"", ""Wi-Fi"", ""Satélites""]","[""3600–3800 MHz"", ""2500–2690 MHz"", ""3300–3600 MHz"", ""6 GHz"", ""3500–3700 MHz"", ""3700–4200 MHz"", ""902–928 MHz"", ""2400–2483.5 MHz"", ""5250–5350 MHz"", ""24.05–24.25 GHz"", ""57–64 GHz"", ""700 MHz"", ""850 MHz"", ""1.5 GHz"", ""AWS"", ""1900 MHz""]","[""Panamá""]","[""ASEP"", ""Cullen International"", ""Tigo"", ""+Móvil""]","[""Reguladores"", ""Operadores móviles"", ""Proveedores de banda ancha fija"", ""Industria satelital"", ""Organismos internacionales""]","[""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: IMT, FWA, 5G, Wi-Fi; bandas: 3600–3800 MHz, 2500–2690 MHz, 3300–3600 MHz, 6 GHz.",10,Alta,3,13,"El documento ofrece un caso práctico de gestión del espectro, re-farming, asignación para nuevas tecnologías (IMT/FWA), desafíos de migración y el tratamiento del espectro no licenciado. Estos temas son cruciales para la formulación de la Agenda Regulatoria ANE 2027-2028, proporcionando ejemplos de decisiones regulatorias y sus implicaciones en la planificación y el uso del espectro."
ea61ceaf04b2d2aa32ac,FLSPPA20250003_Panama_identifies_26GHz_and_35GHz_bands_for_IMT_and_allows_n.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Actualización del plan nacional de frecuencias de Panamá para IMT y NTN,"[""IMT"", ""FWA"", ""NTN"", ""D2D"", ""Redes móviles celulares"", ""Sistemas satelitales"", ""Sistemas terrestres""]","[""2.6 GHz"", ""3.5 GHz"", ""3600–3800 MHz"", ""2500–2690 MHz"", ""3300–3600 MHz""]","[""Panamá"", ""Países americanos""]","[""ASEP"", ""Cullen International""]","[""Regulador"", ""Operadores móviles"", ""Proveedores NTN"", ""Usuarios finales""]","[""Asignación de espectro""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: IMT, FWA, NTN, D2D; bandas: 2.6 GHz, 3.5 GHz, 3600–3800 MHz, 2500–2690 MHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque aborda directamente la gestión del espectro, la identificación de bandas clave para IMT (2.6 GHz y 3.5 GHz), la integración de nuevas tecnologías como las NTN y la conectividad híbrida (terrestre-satelital). Las decisiones regulatorias de Panamá sirven como referencia de tendencias regionales y buenas prácticas en la asignación y uso eficiente del espectro, aspectos cruciales para la planificación regulatoria de la ANE."
d88e164a3194ffb1a491,FLSPPE20250001_Peruvian_draft_complementary_regulation_to_directly_assign_a.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Regulación complementaria para asignación directa de espectro 5G en Perú,"[""5G"", ""Telecomunicaciones""]","[""3.5 GHz"", ""26 GHz"", ""3400–3600 MHz"", ""Bandas altas""]","[""Perú""]","[""Ministerio de Transportes y Comunicaciones (MTC)"", ""Gobierno peruano"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles"", ""Empresas de telecomunicaciones"", ""Concesionarios existentes""]","[""Subasta"", ""Asignación de espectro"", ""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 5G, Telecomunicaciones; bandas: 3.5 GHz, 26 GHz, 3400–3600 MHz, Bandas altas.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque detalla un modelo regulatorio específico para la asignación de espectro 5G, incluyendo mecanismos directos, compromisos de inversión, gestión de bandas clave (3.5 GHz, 26 GHz), y procesos de migración. Ofrece una visión práctica sobre cómo un regulador latinoamericano aborda el despliegue de 5G y la gestión eficiente del espectro, lo cual puede servir como referencia y lección aprendida para la formulación de estrategias similares en Colombia."
bc0e20e6744430fcf6fd,FLSPPE20250002_Peruvian_ministry__to_modify_spectrum_fees_for_the_satellite.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Modificación de tarifas de espectro para servicios satelitales en Perú,"[""Satélites"", ""ESIM"", ""Internet satelital"", ""Redes móviles""]",[],"[""Perú""]","[""Ministry of Transport and Communications (MTC)"", ""Cullen International""]","[""Reguladores"", ""Operadores de servicios satelitales"", ""Operadores móviles"", ""Industria satelital""]","[""Tasas / fees""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: Satélites, ESIM, Internet satelital, Redes móviles.",9,Alta,3,12,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque aborda la gestión del espectro radioeléctrico y la regulación de tarifas, un tema central para el desarrollo de la conectividad. La modificación de metodologías de cálculo de tarifas, especialmente para servicios satelitales y tecnologías como ESIM, impacta directamente la inversión y el despliegue de infraestructura. La experiencia peruana en la revisión de modelos tarifarios y la consideración de diferentes tipos de operadores y tecnologías emergentes (ESIM) ofrece un precedente valioso para la formulación de políticas regulatorias en Colombia, buscando promover el uso eficiente del espectro y la expansión de servicios."
eabb20f7ed58f63552c6,FLSPPE20250003_Peru_opens_call_for_assignment_of_35GHz_band_for_5G_services.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Asignación de espectro 3.5 GHz para 5G en Perú,"[""5G"", ""LTE"", ""4G"", ""3G"", ""2G"", ""Fixed Satellite Service (FSS)""]","[""3.5 GHz"", ""3.3–3.8 GHz"", ""6 GHz"", ""3.6–3.8 GHz"", ""banda Ku"", ""11.7–12.2 GHz"", ""14.0–14.5 GHz"", ""10.95–11.2 GHz"", ""11.45–11.7 GHz"", ""13.75–14.0 GHz"", ""C band"", ""3.8–4.2 GHz""]","[""Perú""]","[""Ministry of Transport and Communications (MTC)"", ""Telefónica"", ""América Móvil (Claro)"", ""Entel"", ""Americatel"", ""Televisión Nacional Peruana S.A.C."", ""Cirion Technologies Perú"", ""Perusat Telecomunicaciones"", ""Cullen International"", ""National Superintendency of Higher University Education (SUNEDU)""]","[""Reguladores"", ""Operadores móviles"", ""Operadores de telecomunicaciones fijas"", ""Industria satelital"", ""Gobierno"", ""Consultoras/Analistas""]","[""Asignación de espectro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 5G, LTE, 4G, 3G; bandas: 3.5 GHz, 3.3–3.8 GHz, 6 GHz, 3.6–3.8 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque detalla un mecanismo regulatorio específico para la asignación de espectro 5G en la banda de 3.5 GHz, incluyendo compromisos de inversión para cerrar brechas de conectividad. Ofrece un caso de estudio sobre cómo un regulador aborda la coexistencia de servicios (móviles y satelitales), la migración de bandas y la promoción de la inversión en infraestructura. Estos elementos son cruciales para la planificación de la gestión del espectro y la regulación de nuevas tecnologías en Colombia."
6f352c3cf560dafbe20f,FLSPPE20250004_Peru_modifies_call_for_assignment_of_35GHz_band_for_5G_servi.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Asignación y reordenamiento de la banda de 3.5 GHz para servicios 5G en Perú,"[""5G"", ""4G/LTE"", ""Servicios Satelitales""]","[""3.5 GHz"", ""banda Ku"", ""Banda C""]","[""Perú""]","[""Ministry of Transport and Communications (MTC)"", ""Telefónica"", ""América Móvil (Claro)"", ""Entel"", ""Americatel"", ""Televisión Nacional Peruana S.A.C."", ""Cirion Technologies Perú"", ""Perusat Telecomunicaciones""]","[""Reguladores"", ""Operadores móviles"", ""Operadores de telecomunicaciones fijas"", ""Industria satelital"", ""Empresas de radiodifusión""]","[""Refarming"", ""Asignación de espectro""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, 4G/LTE, Servicios Satelitales; bandas: 3.5 GHz, banda Ku, Banda C.",10,Alta,3,13,"El documento describe un proceso regulatorio detallado para la asignación de espectro 5G en la banda de 3.5 GHz, incluyendo mecanismos de inversión para la expansión de la conectividad y la migración de servicios satelitales. Ofrece un caso de estudio práctico sobre cómo un regulador aborda la gestión del espectro, el despliegue de nuevas tecnologías y la reducción de la brecha digital, aspectos clave para la Agenda Regulatoria ANE 2027-2028."
86408666fa6b7a634d71,FLSPPE20250005_Peru_assigns_and_reorders_the_35_GHz_band_through_a_special_.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Asignación y reordenamiento de la banda de 3.5 GHz en Perú,"[""5G"", ""4G"", ""Servicios satelitales fijos (FSS)"", ""Telecomunicaciones públicas""]","[""3.5 GHz"", ""3.3–3.7 GHz"", ""3.7–3.8 GHz"", ""3.6–3.8 GHz"", ""banda Ku"", ""C band (3.8–4.2 GHz)""]","[""Perú""]","[""Ministerio de Transportes y Comunicaciones (MTC)"", ""América Móvil (Claro)"", ""Entel group"", ""Integratel (formerly Telefónica)"", ""Viettel (Bitel)"", ""Americatel"", ""Televisión Nacional Peruana"", ""Cirion Technologies Perú"", ""Perusat Telecomunicaciones"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles"", ""Operadores de servicios satelitales fijos (FSS)"", ""Operadores de telecomunicaciones fijas""]","[""Subasta"", ""Refarming"", ""Asignación de espectro""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, 4G, Servicios satelitales fijos (FSS), Telecomunicaciones públicas; bandas: 3.5 GHz, 3.3–3.7 GHz, 3.7–3.8 GHz, 3.6–3.8 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque detalla un caso práctico de gestión del espectro para 5G, incluyendo reordenamiento de bandas, migración de servicios satelitales, y el uso de compromisos de inversión para fomentar la conectividad. Ofrece insights sobre mecanismos de asignación de espectro, bandas de frecuencia clave (3.5 GHz, Ku, C), y la interacción entre diferentes tipos de servicios (móviles y satelitales), temas cruciales para la planificación regulatoria futura."
38ab7446db809d69478d,FLSPPL20250001_Poland_awards_the_700_MHz_band.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Adjudicación de espectro en bandas 700 y 800 MHz en Polonia,"[""5G"", ""4G"", ""Redes móviles""]","[""700 MHz"", ""800 MHz""]","[""Polonia"", ""Unión Europea (inferido)""]","[""UKE"", ""Orange Polska"", ""P4"", ""Polkomtel"", ""T-Mobile Polska"", ""Sferia""]","[""Reguladores"", ""Operadores móviles""]","[""Subasta"", ""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 5G, 4G, Redes móviles; bandas: 700 MHz, 800 MHz.",10,Alta,3,13,"El documento es altamente relevante porque detalla un proceso de subasta de espectro en bandas clave (700 y 800 MHz) para el despliegue de 5G, incluyendo los desafíos de armonización transfronteriza y seguridad de red. Estos aspectos son cruciales para la planificación y gestión del espectro en Colombia, ofreciendo lecciones aprendidas sobre la asignación, licenciamiento y consideraciones regulatorias para futuras agendas."
284ec923db937ea9842e,FLSPPL20250002_Poland_reshuffles_the_1800MHz_band.pdf,Cullen International,pdf,Otros temas de seguimiento,Necesidades transversales,Reorganización de la banda de 1800 MHz en Polonia,"[""Telecomunicaciones móviles""]","[""1800 MHz""]","[""Polonia""]","[""UKE"", ""Orange Polska"", ""P4"", ""Polkomtel"", ""T-Mobile Polska"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles"", ""Consultoras/Analistas de mercado""]","[""Otro""]",Seguimiento,Otros temas de seguimiento; tecnologías: Telecomunicaciones móviles; bandas: 1800 MHz.,10,Alta,3,13,"El documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028, ya que aborda directamente la gestión del espectro radioeléctrico, la fragmentación, la reorganización de bandas y la armonización de licencias. Estos temas son fundamentales para asegurar el uso eficiente del espectro y la planificación a largo plazo, aspectos cruciales para cualquier regulador de telecomunicaciones. La experiencia de Polonia en la reestructuración de una banda clave como la de 1800 MHz ofrece lecciones valiosas sobre procesos regulatorios y sus impactos en los operadores."
28e09ab29c9778543856,FLSPPY20250001_Paraguay_consults_on_35_GHz_spectrum_award.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Consulta para la adjudicación de espectro 3.5 GHz en Paraguay para 5G,"[""5G"", ""Acceso inalámbrico fijo (FWA)"", ""IMT (International Mobile Telecommunications)"", ""Agregación de portadoras (Carrier aggregation)"", ""Telefonía móvil""]","[""3.5 GHz"", ""700 MHz"", ""AWS (1700/2100 MHz)"", ""450 MHz"", ""850 MHz"", ""900 MHz"", ""1500 MHz"", ""1900 MHz"", ""2.3 GHz"", ""2.6 GHz"", ""4.8–4.9 GHz"", ""24.25–27.5 GHz"", ""3.7–4.2 GHz (FSS)"", ""4.2–4.4 GHz (Aeronautical Radionavigation Service)""]","[""Paraguay""]","[""Conatel"", ""Cullen International"", ""3GPP"", ""Ministry of ICT (MiTIC)"", ""Personal""]","[""Reguladores"", ""Operadores móviles"", ""Fabricantes de equipos"", ""Industria satelital"", ""Nuevos entrantes""]","[""Subasta"", ""Compartición de espectro""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, Acceso inalámbrico fijo (FWA), IMT (International Mobile Telecommunications), Agregación de portadoras (Carrier aggregation); bandas: 3.5 GHz, 700 MHz, AWS (1700/2100 MHz), 450 MHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028, ya que ofrece un caso práctico y detallado de un proceso de adjudicación de espectro para 5G en la región. Proporciona información valiosa sobre el diseño de subastas, las condiciones de licenciamiento, las obligaciones de despliegue y cobertura, la compartición de infraestructura, las obligaciones sociales y la gestión de interferencias. Estos elementos son cruciales para la formulación de políticas y regulaciones futuras en Colombia, permitiendo a la ANE aprender de las experiencias y enfoques de otros reguladores."
