codigo_proyecto,nombre_proyecto,id_actividad,linea_hoja_ruta,actividad,estado_relacion,justificacion
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A19,Analítica de datos,Seguimiento de Tiempos SGP y Entidades Externas. aplica para de forma transversal entre las 4 coordinaciones.,No cubre,"El proyecto desarrolla una herramienta de análisis de interferencias, no en seguimiento de tiempos."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A20,Analítica de datos,Visualización de Contactos,No cubre,"El proyecto desarrolla una herramienta de análisis de interferencias, no en visualización de contactos."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A21,Analítica de datos,Tablero Automatizado de Análisis Espectral: análisis de asignación espectral que centralice la información del SGE,Cubre parcialmente,"El proyecto automatiza el análisis de interferencias, un componente del análisis espectral."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A22,Analítica de datos,"Implementar analítica avanzada (IA, ML) aplicada a la gestión del espectro.",No cubre,"El proyecto automatiza análisis, pero no menciona el uso de IA/ML."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A23,Analítica de datos,Definir líneas de innovación en gestión del espectro con big data e IA.,No cubre,"El proyecto es una herramienta operativa, no una definición estratégica de innovación."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A24,Optimización,Automatizar completamente la atención de solicitudes de espectro con trazabilidad en línea.,No cubre,"El proyecto es una herramienta de análisis técnico, no de atención de solicitudes."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A25,Optimización,"Automatizar procesos operativos críticos con Power Automate y Power Apps. Migrar procesos manuales (ej. carga de archivos F1/F3, seguimiento solicitudes, consultas CNABF/SGE) a flujos en Power Automate o scripts estandarizados.",Cubre parcialmente,"El proyecto automatiza un proceso técnico crítico, alineándose con la automatización de procesos operativos."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A26,Cultura organizacional en torno a la gestión de datos,Socialización y divulgación de acciones (a realizarse en 2024),No cubre,El proyecto es de desarrollo de una herramienta técnica y no de socialización de acciones.
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A27,Cultura organizacional en torno a la gestión de datos,"Elaborar manuales de usuario y documentar rutinas críticas (Python, Power BI, procesos manuales).",Cubre parcialmente,El desarrollo de una herramienta de automatización implica la creación de rutinas que requerirán documentación.
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A28,Cultura organizacional en torno a la gestión de datos,Realizar talleres de sensibilización en gestión de datos.,No cubre,El proyecto se enfoca en el desarrollo de una herramienta y no en talleres de sensibilización.
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A29,Cultura organizacional en torno a la gestión de datos,"Programa de capacitación continua en Microsoft 365 y gestión de datos: Esto incluye entre otros, Power BI, Power Automate, SharePoint.",No cubre,El proyecto se centra en una herramienta específica y no en un programa de capacitación general en gestión de datos.
ED05,Ajuste herramienta de notificaciones,A01,"Arquitectura, integración y almacenamiento de datos",Actualizar diagnóstico de la arquitectura de datos.,No cubre,El proyecto desarrolla una herramienta de generación de ficheros y no un diagnóstico de arquitectura de datos.
ED05,Ajuste herramienta de notificaciones,A02,"Arquitectura, integración y almacenamiento de datos",Documentar el inventario de fuentes de información.,No cubre,El proyecto genera ficheros de notificación y no documenta fuentes de información.
ED05,Ajuste herramienta de notificaciones,A03,"Arquitectura, integración y almacenamiento de datos",Flujograma de la integración de datos,No cubre,El proyecto genera ficheros de notificación y no un flujograma de integración de datos.
ED05,Ajuste herramienta de notificaciones,A04,"Arquitectura, integración y almacenamiento de datos","Establecer interoperabilidad progresiva: APIs, flujos de integración con HORUS, ICC Manager, SGE y si es posible técnicamente con HECAa.",No cubre,El proyecto desarrolla una herramienta de notificación y no aborda la interoperabilidad con los sistemas mencionados.
ED05,Ajuste herramienta de notificaciones,A05,"Arquitectura, integración y almacenamiento de datos","Implementar un repositorio maestro que integre CNABF, SGE, ICC Manager, HORUS).",No cubre,El proyecto genera ficheros de notificación y no implementa un repositorio maestro.
ED05,Ajuste herramienta de notificaciones,A06,"Arquitectura, integración y almacenamiento de datos",Migrar hacia un data warehouse institucional (Azure/Microsoft 365).,No cubre,"El proyecto se enfoca en la generación de ficheros de notificación, no en la migración a un data warehouse."
ED05,Ajuste herramienta de notificaciones,A07,Gobernanza de datos,"Crear el comité de la Estrategia de Gestión de datos (Dirección y áreas, incluyendo TI), que tendrá la responsabilidad de definir la política de gobernanza y calidad de datos y su ejecución.",No cubre,"El proyecto es una herramienta técnica, no sobre la creación de un comité de gobernanza."
ED05,Ajuste herramienta de notificaciones,A08,Gobernanza de datos,"Definir roles básicos (data owners y stewards) particularmente para los procesos más críticos, como, por ejemplo, el trámite de solicitudes de espectro.",No cubre,"El proyecto es una herramienta técnica, no sobre la definición de roles de datos."
ED05,Ajuste herramienta de notificaciones,A09,Gobernanza de datos,Socializar lineamientos mínimos de seguridad y acceso.,No cubre,"El proyecto es una herramienta técnica, no sobre la socialización de lineamientos de seguridad."
ED05,Ajuste herramienta de notificaciones,A10,Gobernanza de datos,Estandarizar plantillas y procesos en Excel/SharePoint.,No cubre,"El proyecto se enfoca en la generación de ficheros de notificación, no en la estandarización de plantillas."
ED05,Ajuste herramienta de notificaciones,A11,Gobernanza de datos,Fortalecer controles unificados de seguridad y auditoría de accesos.,No cubre,"El proyecto es una herramienta de generación de ficheros, no de seguridad de accesos."
ED05,Ajuste herramienta de notificaciones,A12,Gobernanza de datos,Formalizar políticas de gestión documental con clasificación y versionamiento en SharePoint.,No cubre,"El proyecto es una herramienta de generación de ficheros, no de gestión documental en SharePoint."
ED05,Ajuste herramienta de notificaciones,A13,Gobernanza de datos,Implementar programa institucional de gobernanza de datos.,No cubre,"El proyecto es una herramienta específica, no un programa institucional de gobernanza de datos."
ED05,Ajuste herramienta de notificaciones,A14,Gobernanza de datos,Establecer catálogo institucional de metadatos y glosario unificado.,Cubre parcialmente,La generación de ficheros conforme a especificaciones implica el uso de datos estructurados que podrían relacionarse con metadatos.
ED05,Ajuste herramienta de notificaciones,A15,Gobernanza de datos,Evaluar la posibilidad de interoperabilidad de la gestión documental con el Ministerio de TIC.,No cubre,"El proyecto es una herramienta de generación de ficheros, no de interoperabilidad documental."
ED05,Ajuste herramienta de notificaciones,A16,Gobernanza de datos,Desplegar un sistema integral de ciberseguridad para datos y aplicaciones críticas.,No cubre,"El proyecto ajusta una herramienta de notificaciones, no ciberseguridad."
ED05,Ajuste herramienta de notificaciones,A17,Analítica de datos,"Tablero de PQR: Consolidado con los aspectos más relevantes en el tratamiento de PQRs, tanto de solicitudes de espectro como de PQR generales",No cubre,"El proyecto ajusta una herramienta de notificaciones, no en tableros de PQR."
ED05,Ajuste herramienta de notificaciones,A18,Analítica de datos,Dashboard en Power BI para indicadores IMT: Desarrollar un tablero de control integral para el seguimiento de indicadores económicos del sector de telecomunicaciones (HECAa).,No cubre,"El proyecto ajusta una herramienta de notificaciones, no en indicadores IMT."
ED05,Ajuste herramienta de notificaciones,A19,Analítica de datos,Seguimiento de Tiempos SGP y Entidades Externas. aplica para de forma transversal entre las 4 coordinaciones.,No cubre,"El proyecto ajusta una herramienta de notificaciones, no en seguimiento de tiempos."
ED05,Ajuste herramienta de notificaciones,A20,Analítica de datos,Visualización de Contactos,No cubre,"El proyecto ajusta una herramienta de notificaciones, no en visualización de contactos."
ED05,Ajuste herramienta de notificaciones,A21,Analítica de datos,Tablero Automatizado de Análisis Espectral: análisis de asignación espectral que centralice la información del SGE,No cubre,"El proyecto genera ficheros de notificación, no un tablero de análisis espectral."
ED05,Ajuste herramienta de notificaciones,A22,Analítica de datos,"Implementar analítica avanzada (IA, ML) aplicada a la gestión del espectro.",No cubre,"El proyecto es una herramienta de generación de documentos, no de analítica avanzada."
ED05,Ajuste herramienta de notificaciones,A23,Analítica de datos,Definir líneas de innovación en gestión del espectro con big data e IA.,No cubre,"El proyecto es una herramienta operativa, no una definición estratégica de innovación."
ED05,Ajuste herramienta de notificaciones,A24,Optimización,Automatizar completamente la atención de solicitudes de espectro con trazabilidad en línea.,Cubre parcialmente,La generación de ficheros de notificación es un paso en la gestión de solicitudes de espectro.
ED05,Ajuste herramienta de notificaciones,A25,Optimización,"Automatizar procesos operativos críticos con Power Automate y Power Apps. Migrar procesos manuales (ej. carga de archivos F1/F3, seguimiento solicitudes, consultas CNABF/SGE) a flujos en Power Automate o scripts estandarizados.",Cubre parcialmente,La generación de ficheros de notificación es un proceso operativo que puede ser automatizado.
ED05,Ajuste herramienta de notificaciones,A26,Cultura organizacional en torno a la gestión de datos,Socialización y divulgación de acciones (a realizarse en 2024),No cubre,El proyecto es de desarrollo de una herramienta técnica y no de socialización de acciones.
ED05,Ajuste herramienta de notificaciones,A27,Cultura organizacional en torno a la gestión de datos,"Elaborar manuales de usuario y documentar rutinas críticas (Python, Power BI, procesos manuales).",Cubre parcialmente,El desarrollo de una herramienta de notificación implica la creación de rutinas que requerirán documentación.
ED05,Ajuste herramienta de notificaciones,A28,Cultura organizacional en torno a la gestión de datos,Realizar talleres de sensibilización en gestión de datos.,No cubre,El proyecto se enfoca en el desarrollo de una herramienta y no en talleres de sensibilización.
ED05,Ajuste herramienta de notificaciones,A29,Cultura organizacional en torno a la gestión de datos,"Programa de capacitación continua en Microsoft 365 y gestión de datos: Esto incluye entre otros, Power BI, Power Automate, SharePoint.",No cubre,El proyecto se centra en una herramienta específica y no en un programa de capacitación general en gestión de datos.
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A01,"Arquitectura, integración y almacenamiento de datos",Actualizar diagnóstico de la arquitectura de datos.,No cubre,El proyecto desarrolla una plataforma específica y no un diagnóstico de la arquitectura de datos.
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A02,"Arquitectura, integración y almacenamiento de datos",Documentar el inventario de fuentes de información.,No cubre,El proyecto desarrolla una plataforma y no documenta el inventario de fuentes de información.
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A03,"Arquitectura, integración y almacenamiento de datos",Flujograma de la integración de datos,Cubre parcialmente,La integración automática con múltiples sistemas implica la definición de flujos de datos.
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A04,"Arquitectura, integración y almacenamiento de datos","Establecer interoperabilidad progresiva: APIs, flujos de integración con HORUS, ICC Manager, SGE y si es posible técnicamente con HECAa.",Cubre parcialmente,"El proyecto busca la integración automática con ICS Manager y Front Office, lo que contribuye a la interoperabilidad."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A05,"Arquitectura, integración y almacenamiento de datos","Implementar un repositorio maestro que integre CNABF, SGE, ICC Manager, HORUS).",Cubre parcialmente,"El proyecto integra CNABF e ICS Manager, que son componentes clave para un repositorio maestro."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A06,"Arquitectura, integración y almacenamiento de datos",Migrar hacia un data warehouse institucional (Azure/Microsoft 365).,Cubre parcialmente,La integración de múltiples sistemas para una plataforma podría requerir o beneficiarse de un data warehouse.
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A07,Gobernanza de datos,"Crear el comité de la Estrategia de Gestión de datos (Dirección y áreas, incluyendo TI), que tendrá la responsabilidad de definir la política de gobernanza y calidad de datos y su ejecución.",Cubre parcialmente,"La integración de sistemas y la gestión de solicitudes implican la gestión de datos, lo que se relaciona con la gobernanza."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A08,Gobernanza de datos,"Definir roles básicos (data owners y stewards) particularmente para los procesos más críticos, como, por ejemplo, el trámite de solicitudes de espectro.",Cubre parcialmente,La gestión de solicitudes y la integración de sistemas podría requerir la definición de roles de datos.
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A09,Gobernanza de datos,Socializar lineamientos mínimos de seguridad y acceso.,Cubre parcialmente,Una plataforma que integra sistemas y maneja solicitudes debe considerar lineamientos de seguridad y acceso.
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A10,Gobernanza de datos,Estandarizar plantillas y procesos en Excel/SharePoint.,No cubre,"El proyecto se enfoca en una plataforma web y la integración de sistemas, no en la estandarización de plantillas de oficina."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A11,Gobernanza de datos,Fortalecer controles unificados de seguridad y auditoría de accesos.,No cubre,"El proyecto es una plataforma de radicación y análisis, no de seguridad de accesos."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A12,Gobernanza de datos,Formalizar políticas de gestión documental con clasificación y versionamiento en SharePoint.,Cubre parcialmente,"Una plataforma de radicación de solicitudes podría implicar la gestión de documentos, pero no se enfoca en políticas específicas de SharePoint."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A13,Gobernanza de datos,Implementar programa institucional de gobernanza de datos.,Cubre parcialmente,"La integración de sistemas y la estructuración de solicitudes contribuyen a una mejor gestión de datos, pero no es un programa institucional completo."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A14,Gobernanza de datos,Establecer catálogo institucional de metadatos y glosario unificado.,Cubre parcialmente,"La estructuración de solicitudes y la integración de sistemas implican el manejo de metadatos, pero no el establecimiento de un catálogo institucional."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A15,Gobernanza de datos,Evaluar la posibilidad de interoperabilidad de la gestión documental con el Ministerio de TIC.,No cubre,"El proyecto es una plataforma de radicación, no evalúa la interoperabilidad documental con MinTIC."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A16,Gobernanza de datos,Desplegar un sistema integral de ciberseguridad para datos y aplicaciones críticas.,No cubre,"El proyecto desarrolla una plataforma de previabilidad satelital, no ciberseguridad."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A17,Analítica de datos,"Tablero de PQR: Consolidado con los aspectos más relevantes en el tratamiento de PQRs, tanto de solicitudes de espectro como de PQR generales",No cubre,"El proyecto desarrolla una plataforma de previabilidad satelital, no en tableros de PQR."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A18,Analítica de datos,Dashboard en Power BI para indicadores IMT: Desarrollar un tablero de control integral para el seguimiento de indicadores económicos del sector de telecomunicaciones (HECAa).,No cubre,"El proyecto desarrolla una plataforma de previabilidad satelital, no en indicadores IMT."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A19,Analítica de datos,Seguimiento de Tiempos SGP y Entidades Externas. aplica para de forma transversal entre las 4 coordinaciones.,No cubre,"El proyecto desarrolla una plataforma de previabilidad satelital, no en seguimiento de tiempos."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A20,Analítica de datos,Visualización de Contactos,No cubre,"El proyecto desarrolla una plataforma de previabilidad satelital, no en visualización de contactos."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A21,Analítica de datos,Tablero Automatizado de Análisis Espectral: análisis de asignación espectral que centralice la información del SGE,No cubre,"El proyecto es una plataforma de radicación y pre-viabilidad, no un tablero de análisis espectral."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A22,Analítica de datos,"Implementar analítica avanzada (IA, ML) aplicada a la gestión del espectro.",No cubre,"El proyecto automatiza radicación y análisis técnico, pero no menciona IA/ML."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A23,Analítica de datos,Definir líneas de innovación en gestión del espectro con big data e IA.,No cubre,"El proyecto es una herramienta operativa, no una definición estratégica de innovación."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A24,Optimización,Automatizar completamente la atención de solicitudes de espectro con trazabilidad en línea.,Cubre,El proyecto automatiza la radicación y análisis técnico de solicitudes de autorización de estaciones terrenas.
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A25,Optimización,"Automatizar procesos operativos críticos con Power Automate y Power Apps. Migrar procesos manuales (ej. carga de archivos F1/F3, seguimiento solicitudes, consultas CNABF/SGE) a flujos en Power Automate o scripts estandarizados.",Cubre parcialmente,"El proyecto automatiza la radicación y análisis técnico de solicitudes, un proceso operativo crítico."
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A26,Cultura organizacional en torno a la gestión de datos,Socialización y divulgación de acciones (a realizarse en 2024),No cubre,El proyecto se enfoca en el desarrollo de una plataforma y no en la socialización de acciones.
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A27,Cultura organizacional en torno a la gestión de datos,"Elaborar manuales de usuario y documentar rutinas críticas (Python, Power BI, procesos manuales).",Cubre parcialmente,El desarrollo de una plataforma web y su integración con sistemas implica la creación de rutinas que requerirán documentación.
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A28,Cultura organizacional en torno a la gestión de datos,Realizar talleres de sensibilización en gestión de datos.,No cubre,El proyecto se enfoca en el desarrollo de una plataforma y no en talleres de sensibilización.
ED06,Desarrollos para herramienta de previabilidad satelital (Innovae),A29,Cultura organizacional en torno a la gestión de datos,"Programa de capacitación continua en Microsoft 365 y gestión de datos: Esto incluye entre otros, Power BI, Power Automate, SharePoint.",No cubre,El proyecto se centra en una plataforma específica y no en un programa de capacitación general en gestión de datos.
ED07,Informe de ocupación,A01,"Arquitectura, integración y almacenamiento de datos",Actualizar diagnóstico de la arquitectura de datos.,No cubre,"El proyecto se centra en la automatización de un informe específico, no en la arquitectura de datos."
ED07,Informe de ocupación,A02,"Arquitectura, integración y almacenamiento de datos",Documentar el inventario de fuentes de información.,No cubre,El proyecto automatiza un informe y no documenta el inventario de fuentes de información.
ED07,Informe de ocupación,A03,"Arquitectura, integración y almacenamiento de datos",Flujograma de la integración de datos,Cubre parcialmente,La consolidación de datos de diferentes fuentes para el informe implica flujos de integración.
ED07,Informe de ocupación,A04,"Arquitectura, integración y almacenamiento de datos","Establecer interoperabilidad progresiva: APIs, flujos de integración con HORUS, ICC Manager, SGE y si es posible técnicamente con HECAa.",No cubre,El proyecto consolida herramientas internas y no aborda la interoperabilidad con los sistemas mencionados.
ED07,Informe de ocupación,A05,"Arquitectura, integración y almacenamiento de datos","Implementar un repositorio maestro que integre CNABF, SGE, ICC Manager, HORUS).",No cubre,El proyecto automatiza un informe y no implementa un repositorio maestro.
ED07,Informe de ocupación,A06,"Arquitectura, integración y almacenamiento de datos",Migrar hacia un data warehouse institucional (Azure/Microsoft 365).,Cubre parcialmente,La consolidación de datos de múltiples fuentes para un informe automatizado podría ser un paso hacia un data warehouse.
ED07,Informe de ocupación,A07,Gobernanza de datos,"Crear el comité de la Estrategia de Gestión de datos (Dirección y áreas, incluyendo TI), que tendrá la responsabilidad de definir la política de gobernanza y calidad de datos y su ejecución.",Cubre parcialmente,La mejora de la calidad del dato y la definición de métricas para un informe se relaciona con la gobernanza de datos.
ED07,Informe de ocupación,A08,Gobernanza de datos,"Definir roles básicos (data owners y stewards) particularmente para los procesos más críticos, como, por ejemplo, el trámite de solicitudes de espectro.",Cubre parcialmente,La mejora de la calidad del dato y las validaciones para el informe podrían requerir la definición de roles de datos.
ED07,Informe de ocupación,A09,Gobernanza de datos,Socializar lineamientos mínimos de seguridad y acceso.,Cubre parcialmente,La consolidación de información y la generación de informes gerenciales implican consideraciones de seguridad y acceso.
ED07,Informe de ocupación,A10,Gobernanza de datos,Estandarizar plantillas y procesos en Excel/SharePoint.,Cubre parcialmente,La consolidación de Microsoft Lists y la mejora de la calidad del dato para informes podría implicar la estandarización de plantillas.
ED07,Informe de ocupación,A11,Gobernanza de datos,Fortalecer controles unificados de seguridad y auditoría de accesos.,No cubre,"El proyecto es de automatización de informes, no de seguridad de accesos."
ED07,Informe de ocupación,A12,Gobernanza de datos,Formalizar políticas de gestión documental con clasificación y versionamiento en SharePoint.,Cubre parcialmente,"La consolidación de Microsoft Lists y Power BI para informes podría tocar aspectos de gestión documental, pero no formaliza políticas específicas de SharePoint."
ED07,Informe de ocupación,A13,Gobernanza de datos,Implementar programa institucional de gobernanza de datos.,Cubre parcialmente,"Mejorar la calidad del dato y consolidar herramientas para informes contribuye a la gobernanza de datos, pero no es un programa institucional completo."
ED07,Informe de ocupación,A14,Gobernanza de datos,Establecer catálogo institucional de metadatos y glosario unificado.,Cubre parcialmente,"La definición de métricas y validaciones para el informe implica el uso de metadatos, pero no el establecimiento de un catálogo institucional."
ED07,Informe de ocupación,A15,Gobernanza de datos,Evaluar la posibilidad de interoperabilidad de la gestión documental con el Ministerio de TIC.,No cubre,"El proyecto es de automatización de informes, no de interoperabilidad documental."
ED07,Informe de ocupación,A16,Gobernanza de datos,Desplegar un sistema integral de ciberseguridad para datos y aplicaciones críticas.,No cubre,"El proyecto automatiza la generación de un informe de ocupación, no ciberseguridad."
ED07,Informe de ocupación,A17,Analítica de datos,"Tablero de PQR: Consolidado con los aspectos más relevantes en el tratamiento de PQRs, tanto de solicitudes de espectro como de PQR generales",Cubre parcialmente,"El proyecto rediseña un informe de ocupación consolidando Power BI y visuales, lo que podría ser un componente de un tablero de PQR."
ED07,Informe de ocupación,A18,Analítica de datos,Dashboard en Power BI para indicadores IMT: Desarrollar un tablero de control integral para el seguimiento de indicadores económicos del sector de telecomunicaciones (HECAa).,Cubre parcialmente,"El proyecto rediseña un informe de ocupación consolidando Power BI y visuales, lo que podría ser un componente de un tablero de indicadores."
ED07,Informe de ocupación,A19,Analítica de datos,Seguimiento de Tiempos SGP y Entidades Externas. aplica para de forma transversal entre las 4 coordinaciones.,Cubre parcialmente,"El proyecto busca reducir tiempos de preparación de informes, lo que contribuye indirectamente al seguimiento de tiempos."
ED07,Informe de ocupación,A20,Analítica de datos,Visualización de Contactos,No cubre,"El proyecto automatiza la generación de un informe de ocupación, no en visualización de contactos."
ED07,Informe de ocupación,A21,Analítica de datos,Tablero Automatizado de Análisis Espectral: análisis de asignación espectral que centralice la información del SGE,Cubre parcialmente,"El proyecto automatiza un informe anual y consolida Power BI, relacionado con visualización de información."
ED07,Informe de ocupación,A22,Analítica de datos,"Implementar analítica avanzada (IA, ML) aplicada a la gestión del espectro.",No cubre,"El proyecto se enfoca en automatización de informes y consolidación de datos, no en analítica avanzada con IA/ML."
ED07,Informe de ocupación,A23,Analítica de datos,Definir líneas de innovación en gestión del espectro con big data e IA.,No cubre,"El proyecto es sobre un informe operativo, no sobre definición de líneas de innovación."
ED07,Informe de ocupación,A24,Optimización,Automatizar completamente la atención de solicitudes de espectro con trazabilidad en línea.,Cubre parcialmente,"El proyecto automatiza la generación de un informe de atención de solicitudes, un componente del seguimiento."
ED07,Informe de ocupación,A25,Optimización,"Automatizar procesos operativos críticos con Power Automate y Power Apps. Migrar procesos manuales (ej. carga de archivos F1/F3, seguimiento solicitudes, consultas CNABF/SGE) a flujos en Power Automate o scripts estandarizados.",Cubre parcialmente,"El proyecto automatiza la generación de un informe, un proceso operativo, usando herramientas del ecosistema Power Platform."
ED07,Informe de ocupación,A26,Cultura organizacional en torno a la gestión de datos,Socialización y divulgación de acciones (a realizarse en 2024),No cubre,El proyecto se enfoca en la automatización de un informe y no en la socialización de acciones de gestión de datos.
ED07,Informe de ocupación,A27,Cultura organizacional en torno a la gestión de datos,"Elaborar manuales de usuario y documentar rutinas críticas (Python, Power BI, procesos manuales).",Cubre parcialmente,La automatización de la generación de informes y el uso de Power BI implican rutinas que requerirán documentación.
ED07,Informe de ocupación,A28,Cultura organizacional en torno a la gestión de datos,Realizar talleres de sensibilización en gestión de datos.,No cubre,El proyecto se enfoca en la automatización de un informe y no en talleres de sensibilización.
ED07,Informe de ocupación,A29,Cultura organizacional en torno a la gestión de datos,"Programa de capacitación continua en Microsoft 365 y gestión de datos: Esto incluye entre otros, Power BI, Power Automate, SharePoint.",Cubre parcialmente,"El proyecto utiliza Power BI y Microsoft Lists, lo que se alinea con la capacitación en Microsoft 365 y gestión de datos."
ED08,"Asignación IMT (Carga de historial, repositorio de resoluciones, visualización de asignación a lo largo del tiempo)",A01,"Arquitectura, integración y almacenamiento de datos",Actualizar diagnóstico de la arquitectura de datos.,No cubre,No hay información suficiente del proyecto para establecer una relación con la actividad.
ED08,"Asignación IMT (Carga de historial, repositorio de resoluciones, visualización de asignación a lo largo del tiempo)",A02,"Arquitectura, integración y almacenamiento de datos",Documentar el inventario de fuentes de información.,No cubre,No hay información suficiente del proyecto para establecer una relación con la actividad.
ED08,"Asignación IMT (Carga de historial, repositorio de resoluciones, visualización de asignación a lo largo del tiempo)",A03,"Arquitectura, integración y almacenamiento de datos",Flujograma de la integración de datos,No cubre,No hay información suficiente del proyecto para establecer una relación con la actividad.
ED08,"Asignación IMT (Carga de historial, repositorio de resoluciones, visualización de asignación a lo largo del tiempo)",A04,"Arquitectura, integración y almacenamiento de datos","Establecer interoperabilidad progresiva: APIs, flujos de integración con HORUS, ICC Manager, SGE y si es posible técnicamente con HECAa.",No cubre,No hay información suficiente del proyecto para establecer una relación con la actividad.
ED08,"Asignación IMT (Carga de historial, repositorio de resoluciones, visualización de asignación a lo largo del tiempo)",A05,"Arquitectura, integración y almacenamiento de datos","Implementar un repositorio maestro que integre CNABF, SGE, ICC Manager, HORUS).",No cubre,No hay información suficiente del proyecto para establecer una relación con la actividad.
ED08,"Asignación IMT (Carga de historial, repositorio de resoluciones, visualización de asignación a lo largo del tiempo)",A06,"Arquitectura, integración y almacenamiento de datos",Migrar hacia un data warehouse institucional (Azure/Microsoft 365).,Cubre parcialmente,La carga de historial y la creación de un repositorio de resoluciones sugiere la necesidad de una solución de almacenamiento y arquitectura de datos.
ED08,"Asignación IMT (Carga de historial, repositorio de resoluciones, visualización de asignación a lo largo del tiempo)",A07,Gobernanza de datos,"Crear el comité de la Estrategia de Gestión de datos (Dirección y áreas, incluyendo TI), que tendrá la responsabilidad de definir la política de gobernanza y calidad de datos y su ejecución.",Cubre parcialmente,La gestión de un repositorio de resoluciones y el historial de asignaciones implica la gestión y gobernanza de datos.
ED08,"Asignación IMT (Carga de historial, repositorio de resoluciones, visualización de asignación a lo largo del tiempo)",A08,Gobernanza de datos,"Definir roles básicos (data owners y stewards) particularmente para los procesos más críticos, como, por ejemplo, el trámite de solicitudes de espectro.",Cubre parcialmente,La gestión de datos de asignación y resoluciones podría requerir la definición de roles de datos.
ED08,"Asignación IMT (Carga de historial, repositorio de resoluciones, visualización de asignación a lo largo del tiempo)",A09,Gobernanza de datos,Socializar lineamientos mínimos de seguridad y acceso.,Cubre parcialmente,La visualización de asignaciones y el acceso a un repositorio de resoluciones implican consideraciones de seguridad y acceso.
ED08,"Asignación IMT (Carga de historial, repositorio de resoluciones, visualización de asignación a lo largo del tiempo)",A10,Gobernanza de datos,Estandarizar plantillas y procesos en Excel/SharePoint.,Cubre parcialmente,La gestión de historial y resoluciones podría beneficiarse de la estandarización de plantillas o procesos de datos.
ED08,"Asignación IMT (Carga de historial, repositorio de resoluciones, visualización de asignación a lo largo del tiempo)",A11,Gobernanza de datos,Fortalecer controles unificados de seguridad y auditoría de accesos.,No cubre,La información disponible no sugiere relación con seguridad de accesos.
ED08,"Asignación IMT (Carga de historial, repositorio de resoluciones, visualización de asignación a lo largo del tiempo)",A12,Gobernanza de datos,Formalizar políticas de gestión documental con clasificación y versionamiento en SharePoint.,Cubre parcialmente,"Un repositorio de resoluciones se relaciona con la gestión documental, pero no especifica SharePoint ni formalización de políticas."
ED08,"Asignación IMT (Carga de historial, repositorio de resoluciones, visualización de asignación a lo largo del tiempo)",A13,Gobernanza de datos,Implementar programa institucional de gobernanza de datos.,Cubre parcialmente,"La gestión de historial y repositorio de resoluciones implica gestión de datos, pero no es un programa institucional completo."
ED08,"Asignación IMT (Carga de historial, repositorio de resoluciones, visualización de asignación a lo largo del tiempo)",A14,Gobernanza de datos,Establecer catálogo institucional de metadatos y glosario unificado.,Cubre parcialmente,"La gestión de historial y resoluciones podría implicar metadatos, pero no el establecimiento de un catálogo institucional."
